Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,week,RH,Trange
2,2008-07-23,81.0,60.0,70.5,52.0,61.0,0.0,6.0,0.0,29.44,30.08,8.3,36.0,9.3,30,51.90876235983624,21.0
1,2008-07-24,82.0,59.0,70.5,53.0,61.0,0.0,6.0,0.0,29.33,30.05,3.9,24.0,4.4,30,53.8541955546727,23.0
2,2008-07-24,82.0,60.0,71.0,52.0,61.0,0.0,6.0,0.0,29.39,30.04,4.3,24.0,4.7,30,51.032969620861465,22.0
1,2008-07-25,82.0,61.0,71.5,63.0,67.0,0.0,7.0,0.0,29.26,29.99,5.5,23.0,6.9,30,74.55876680832618,21.0
2,2008-07-25,84.0,65.0,74.5,63.0,67.0,0.0,10.0,0.0,29.33,29.98,6.8,22.0,7.6,30,67.38676455957744,19.0
1,2008-07-26,84.0,65.0,74.5,58.0,65.0,0.0,10.0,0.0,29.22,29.94,8.5,31.0,9.1,30,56.41480948458688,19.0
2,2008-07-26,85.0,67.0,76.0,58.0,66.0,0.0,11.0,0.0,29.28,29.92,6.9,30.0,7.7,30,53.65818551881196,18.0
1,2008-07-27,83.0,62.0,72.5,58.0,64.0,0.0,8.0,0.0,29.16,29.89,5.9,24.0,6.7,30,60.34130633180935,21.0
2,2008-07-27,83.0,63.0,73.0,58.0,65.0,0.0,8.0,0.0,29.22,29.87,5.9,24.0,6.8,30,59.331653227294,20.0
1,2008-07-28,85.0,66.0,75.5,63.0,67.0,0.0,11.0,0.0,29.16,29.87,4.0,7.0,6.1,31,65.17106082458226,19.0
2,2008-07-28,84.0,70.0,77.0,63.0,68.0,0.0,12.0,0.0,29.21,29.85,4.4,10.0,6.4,31,61.99943468829765,14.0
1,2008-07-29,88.0,65.0,76.5,67.0,70.0,0.0,12.0,0.05,29.14,29.85,6.4,20.0,7.9,31,72.47132413356826,23.0
2,2008-07-29,89.0,70.0,79.5,67.0,71.0,0.0,15.0,0.23,29.21,29.83,5.9,20.0,7.9,31,65.63634255730933,19.0
1,2008-07-30,89.0,72.0,80.5,65.0,70.0,0.0,16.0,0.0,29.04,29.75,7.8,27.0,8.6,31,59.26040069569054,17.0
2,2008-07-30,90.0,72.0,81.0,67.0,71.0,0.0,16.0,0.0,29.1,29.73,8.8,27.0,9.7,31,62.49310523138112,18.0
1,2008-07-31,89.0,72.0,80.5,67.0,70.0,0.0,16.0,0.14,29.06,29.76,4.9,27.0,5.8,31,63.52162517778757,17.0
2,2008-07-31,89.0,71.0,80.0,69.0,72.0,0.0,15.0,0.5,29.11,29.74,5.6,27.0,6.9,31,69.17177159414872,18.0
1,2008-08-01,89.0,68.0,78.5,68.0,72.0,0.0,14.0,1.05,29.09,29.79,3.1,31.0,5.7,31,70.21161377820093,21.0
2,2008-08-01,89.0,72.0,80.5,69.0,73.0,0.0,16.0,0.0,29.14,29.77,1.9,6.0,3.6,31,68.04948212214346,17.0
1,2008-08-02,81.0,65.0,73.0,59.0,65.0,0.0,8.0,0.0,29.24,29.93,8.4,3.0,9.2,31,61.497214552500836,16.0
2,2008-08-02,80.0,68.0,74.0,60.0,65.0,0.0,9.0,0.0,29.28,29.9,8.6,3.0,9.2,31,61.62357940507553,12.0
1,2008-08-03,84.0,61.0,72.5,61.0,66.0,0.0,8.0,0.0,29.24,29.96,5.3,18.0,6.0,31,67.16171743494283,23.0
2,2008-08-03,85.0,63.0,74.0,61.0,67.0,0.0,9.0,0.0,29.3,29.94,5.2,19.0,6.5,31,63.85321833711421,22.0
1,2008-08-04,87.0,70.0,78.5,68.0,70.0,0.0,14.0,2.43,29.18,29.9,3.1,18.0,9.0,32,70.21161377820093,17.0
2,2008-08-04,88.0,69.0,78.5,69.0,71.0,0.0,14.0,0.59,29.24,29.89,2.9,19.0,9.1,32,72.6656300477446,19.0
1,2008-08-05,87.0,69.0,78.0,67.0,71.0,0.0,13.0,0.0,29.24,29.93,6.2,31.0,7.4,32,68.9586355825529,18.0
2,2008-08-05,88.0,71.0,79.5,69.0,72.0,0.0,15.0,0.08,29.3,29.91,2.9,31.0,6.3,32,70.31493773837467,17.0
1,2008-08-06,84.0,67.0,75.5,60.0,66.0,0.0,11.0,0.0,29.29,30.0,6.8,30.0,8.1,32,58.606329904418416,17.0
2,2008-08-06,84.0,67.0,75.5,60.0,66.0,0.0,11.0,0.01,29.35,29.98,5.4,29.0,6.9,32,58.606329904418416,17.0
1,2008-08-07,82.0,64.0,73.0,56.0,63.0,0.0,8.0,0.0,29.26,29.98,7.8,34.0,9.4,32,55.200930061577466,18.0
2,2008-08-07,81.0,63.0,72.0,57.0,63.0,0.0,7.0,0.01,29.31,29.96,7.1,35.0,9.1,32,59.200051291818134,18.0
1,2008-08-08,79.0,63.0,71.0,54.0,61.0,0.0,6.0,0.0,29.29,30.01,4.5,2.0,7.4,32,54.92109027968242,16.0
2,2008-08-08,78.0,64.0,71.0,54.0,61.0,0.0,6.0,0.0,29.34,29.99,3.5,1.0,6.7,32,54.92109027968242,14.0
1,2008-08-09,80.0,62.0,71.0,58.0,62.0,0.0,6.0,0.14724466463414634,29.2,29.92,2.6,31.0,9.0,32,63.48799386001066,18.0
2,2008-08-09,78.0,61.0,69.5,58.0,63.0,0.0,5.0,0.14724466463414634,29.25,29.91,3.8,28.0,9.6,32,66.82018887075051,17.0
1,2008-08-10,74.0,58.0,66.0,52.0,58.0,0.0,1.0,0.0,29.31,30.02,8.4,2.0,9.0,32,60.59729912087231,16.0
2,2008-08-10,74.0,61.0,67.5,53.0,59.0,0.0,3.0,0.0,29.36,30.0,10.2,2.0,9.9,32,59.687869854570806,13.0
1,2008-08-11,77.0,59.0,68.0,57.0,61.0,0.0,3.0,0.0,29.3,30.02,3.9,5.0,6.3,33,67.862227088827,18.0
2,2008-08-11,76.0,60.0,68.0,57.0,62.0,0.0,3.0,0.0,29.36,30.01,3.5,5.0,6.1,33,67.862227088827,16.0
1,2008-08-12,77.0,61.0,69.0,57.0,62.0,0.0,4.0,0.0,29.17,29.9,3.3,10.0,3.8,33,65.5704282115032,16.0
2,2008-08-12,77.0,62.0,69.5,57.0,62.0,0.0,5.0,0.0,29.23,29.89,3.3,10.0,4.0,33,64.45720863446192,15.0
1,2008-08-13,79.0,66.0,72.5,59.0,63.0,0.0,8.0,0.06,29.11,29.84,3.0,7.0,4.6,33,62.54371924627896,13.0
2,2008-08-13,77.0,66.0,71.5,59.0,63.0,0.0,7.0,0.14724466463414634,29.17,29.82,3.1,8.0,5.2,33,64.6973112991367,11.0
1,2008-08-14,79.0,63.0,71.0,60.0,64.0,0.0,6.0,0.0,29.23,29.93,7.3,3.0,7.9,33,68.19661499378506,16.0
2,2008-08-14,78.0,65.0,71.5,60.0,64.0,0.0,7.0,0.14724466463414634,29.28,29.91,7.7,3.0,8.4,33,67.04840506734801,13.0
1,2008-08-15,78.0,61.0,69.5,54.0,61.0,0.0,5.0,0.0,29.44,30.13,6.9,3.0,7.9,33,57.80364762458574,17.0
2,2008-08-15,78.0,61.0,69.5,55.0,61.0,0.0,5.0,0.0,29.49,30.11,7.5,4.0,9.1,33,59.950900242405545,17.0
1,2008-08-16,83.0,58.0,70.5,53.0,61.0,0.0,6.0,0.0,29.4,30.13,5.7,29.0,6.5,33,53.8541955546727,25.0
2,2008-08-16,82.0,59.0,70.5,53.0,61.0,0.0,6.0,0.0,29.46,30.11,5.5,29.0,6.4,33,53.8541955546727,23.0
1,2008-08-17,84.0,63.0,73.5,60.0,65.0,0.0,9.0,0.0,29.28,30.01,7.9,26.0,8.0,33,62.66783330019442,21.0
2,2008-08-17,85.0,63.0,74.0,59.0,65.0,0.0,9.0,0.0,29.34,30.0,8.5,25.0,8.8,33,59.462710501950724,22.0
1,2008-08-18,85.0,65.0,75.0,57.0,64.0,0.0,10.0,0.0,29.26,29.98,7.2,27.0,7.4,34,53.516718000609906,20.0
2,2008-08-18,85.0,65.0,75.0,58.0,65.0,0.0,10.0,0.0,29.33,29.97,6.6,26.0,7.0,34,55.478623420120435,20.0
1,2008-08-19,82.0,63.0,72.5,64.0,67.0,0.0,8.0,0.0,29.38,30.08,5.9,4.0,6.7,34,74.65098623820008,19.0
2,2008-08-19,84.0,65.0,74.5,64.0,68.0,0.0,10.0,0.0,29.42,30.05,4.9,5.0,6.0,34,69.79333764016464,19.0
1,2008-08-20,81.0,65.0,73.0,60.0,65.0,0.0,8.0,0.0,29.4,30.12,6.0,9.0,7.4,34,63.73201712765311,16.0
2,2008-08-20,81.0,67.0,74.0,59.0,65.0,0.0,9.0,0.0,29.46,30.1,7.3,10.0,7.7,34,59.462710501950724,14.0
1,2008-08-21,82.0,68.0,75.0,61.0,66.0,0.0,10.0,0.14724466463414634,29.31,30.03,6.5,15.0,8.4,34,61.74940279437605,14.0
2,2008-08-21,82.0,69.0,75.5,60.0,66.0,0.0,11.0,0.14724466463414634,29.36,30.02,6.5,14.0,7.7,34,58.606329904418416,13.0
1,2008-08-22,83.0,72.0,77.5,68.0,71.0,0.0,13.0,0.09,29.32,30.03,12.7,19.0,12.8,34,72.56871630263925,11.0
2,2008-08-22,84.0,75.0,79.5,69.0,72.0,0.0,15.0,0.14724466463414634,29.39,30.02,11.1,19.0,11.5,34,70.31493773837467,9.0
1,2008-08-23,87.0,68.0,77.5,66.0,70.0,0.0,13.0,0.0,29.31,30.02,7.6,25.0,9.4,34,67.72043241287837,19.0
2,2008-08-23,90.0,69.0,79.5,68.0,71.0,0.0,15.0,0.0,29.36,30.0,8.3,24.0,9.6,34,67.94030751651398,21.0
1,2008-08-24,77.0,63.0,70.0,57.0,62.0,0.0,5.0,0.0,29.34,30.05,7.7,3.0,9.7,34,63.365166672408776,14.0
2,2008-08-24,78.0,65.0,71.5,57.0,63.0,0.0,7.0,0.0,29.38,30.03,8.7,3.0,10.0,34,60.21171984709242,13.0
1,2008-08-25,74.0,64.0,69.0,54.0,60.0,0.0,4.0,0.0,29.36,30.08,11.1,5.0,11.4,35,58.80195570405912,10.0
2,2008-08-25,74.0,66.0,70.0,56.0,61.0,0.0,5.0,0.0,29.41,30.06,12.7,5.0,13.1,35,61.11484738287635,8.0
1,2008-08-26,76.0,61.0,68.5,54.0,60.0,0.0,4.0,0.0,29.29,30.03,7.7,7.0,8.4,35,59.81966254229969,15.0
2,2008-08-26,75.0,61.0,68.0,55.0,61.0,0.0,3.0,0.0,29.34,30.01,7.9,7.0,9.5,35,63.1178683132514,14.0
1,2008-08-27,83.0,61.0,72.0,56.0,63.0,0.0,7.0,0.0,29.2,29.93,4.6,7.0,5.9,35,57.09764985646776,22.0
2,2008-08-27,82.0,60.0,71.0,57.0,63.0,0.0,6.0,0.0,29.25,29.91,4.2,9.0,4.7,35,61.24285092838859,22.0
1,2008-08-28,80.0,63.0,71.5,64.0,67.0,0.0,7.0,0.06,29.1,29.82,5.7,19.0,6.7,35,77.22147249386268,17.0
2,2008-08-28,81.0,67.0,74.0,65.0,68.0,0.0,9.0,0.02,29.15,29.8,5.7,19.0,6.5,35,73.49727560438572,14.0
1,2008-08-29,85.0,64.0,74.5,58.0,65.0,0.0,10.0,0.04,29.24,29.93,3.5,35.0,6.5,35,56.41480948458688,21.0
2,2008-08-29,84.0,67.0,75.5,61.0,66.0,0.0,11.0,0.14724466463414634,29.29,29.91,3.6,2.0,6.1,35,60.72679995955499,17.0
1,2008-08-30,87.0,56.0,71.5,55.0,62.0,0.0,7.0,0.0,29.39,30.09,2.6,24.0,3.8,35,56.00222048782242,31.0
2,2008-08-30,87.0,61.0,74.0,55.0,64.0,0.0,9.0,0.0,29.44,30.07,2.0,23.0,3.2,35,51.47113160447879,26.0
1,2008-08-31,90.0,60.0,75.0,56.0,64.0,0.0,10.0,0.0,29.41,30.13,4.8,13.0,5.4,35,51.61615166182241,30.0
2,2008-08-31,89.0,65.0,77.0,57.0,65.0,0.0,12.0,0.0,29.47,30.11,4.8,12.0,5.2,35,50.06913005585009,24.0
1,2008-09-01,90.0,62.0,76.0,54.0,63.0,0.0,11.0,0.0,29.37,30.09,7.0,14.0,7.7,36,46.4176905261899,28.0
2,2008-09-01,89.0,67.0,78.0,54.0,64.0,0.0,13.0,0.0,29.42,30.07,7.7,12.0,7.9,36,43.43938361005759,22.0
1,2008-09-02,94.0,65.0,79.5,61.0,68.0,0.0,15.0,0.0,29.31,30.02,3.2,21.0,4.4,36,53.198441124954265,29.0
2,2008-09-02,95.0,68.0,81.5,61.0,68.0,0.0,17.0,0.14724466463414634,29.36,30.0,2.8,17.0,4.5,36,49.83238532996033,27.0
1,2008-09-03,77.0,66.0,71.5,60.0,64.0,0.0,7.0,0.02,29.31,30.02,9.8,1.0,10.4,36,67.04840506734801,11.0
2,2008-09-03,77.0,68.0,72.5,62.0,65.0,0.0,8.0,0.0,29.34,29.99,11.2,1.0,12.1,36,69.5811722340104,9.0
1,2008-09-04,67.0,61.0,64.0,61.0,62.0,1.0,0.0,2.9,29.08,29.82,11.6,3.0,12.4,36,89.96762242449134,6.0
2,2008-09-04,68.0,63.0,65.5,63.0,64.0,0.0,1.0,2.68,29.13,29.8,11.2,3.0,12.2,36,91.62684245355204,5.0
1,2008-09-05,70.0,57.0,63.5,56.0,59.0,1.0,0.0,0.0,29.22,29.93,5.9,34.0,6.9,36,76.53334149863042,13.0
2,2008-09-05,68.0,58.0,63.0,58.0,60.0,2.0,0.0,0.01,29.28,29.92,4.3,32.0,4.7,36,83.71793757023292,10.0
1,2008-09-06,74.0,53.0,63.5,54.0,58.0,1.0,0.0,0.01,29.28,29.98,4.9,27.0,5.3,36,71.16038286386302,21.0
2,2008-09-06,74.0,56.0,65.0,54.0,59.0,0.0,0.0,0.14724466463414634,29.34,29.98,5.1,28.0,5.5,36,67.52304382783947,18.0
1,2008-09-07,74.0,55.0,64.5,51.0,57.0,0.0,0.0,0.0,29.35,30.06,6.4,26.0,6.6,36,61.53103754152585,19.0
2,2008-09-07,74.0,58.0,66.0,52.0,58.0,0.0,1.0,0.01,29.41,30.05,7.0,26.0,7.4,36,60.59729912087231,16.0
1,2008-09-08,67.0,52.0,59.5,52.0,55.0,5.0,0.0,1.23,29.41,30.11,4.6,34.0,6.2,37,76.17821838891169,15.0
2,2008-09-08,70.0,53.0,61.5,54.0,56.0,3.0,0.0,1.01,29.45,30.1,4.9,33.0,6.9,37,76.35672149226613,17.0
1,2008-09-09,69.0,49.0,59.0,45.0,52.0,6.0,0.0,0.0,29.45,30.17,3.9,36.0,6.4,37,59.66991325554808,20.0
2,2008-09-09,68.0,49.0,58.5,46.0,52.0,6.0,0.0,0.01,29.51,30.17,3.1,36.0,5.9,37,63.097096513162484,19.0
1,2008-09-10,72.0,48.0,60.0,48.0,54.0,5.0,0.0,0.0,29.47,30.21,4.3,14.0,5.1,37,64.4865432018204,24.0
2,2008-09-10,72.0,50.0,61.0,47.0,54.0,4.0,0.0,0.0,29.54,30.2,4.0,14.0,4.9,37,59.937731910787726,22.0
1,2008-09-11,79.0,55.0,67.0,57.0,61.0,0.0,2.0,0.14724466463414634,29.33,30.08,8.9,18.0,9.8,37,70.2443249811605,24.0
2,2008-09-11,79.0,57.0,68.0,57.0,62.0,0.0,3.0,0.0,29.4,30.07,8.6,18.0,9.4,37,67.862227088827,22.0
1,2008-09-12,73.0,69.0,71.0,67.0,68.0,0.0,6.0,0.37,29.22,29.96,6.0,22.0,6.8,37,87.18547860601393,4.0
2,2008-09-12,73.0,69.0,71.0,68.0,69.0,0.0,6.0,0.62,29.28,29.95,6.6,23.0,7.1,37,90.24586070278227,4.0
1,2008-09-13,75.0,68.0,71.5,69.0,70.0,0.0,7.0,6.64,28.97,29.71,6.4,21.0,9.1,37,91.82755319650225,7.0
2,2008-09-13,77.0,69.0,73.0,71.0,72.0,0.0,8.0,3.07,29.04,29.7,7.2,22.0,9.7,37,93.45334388438658,8.0
1,2008-09-14,72.0,58.0,65.0,61.0,62.0,0.0,0.0,1.44,28.97,29.67,7.7,31.0,10.1,37,86.87834727482601,14.0
2,2008-09-14,72.0,58.0,65.0,62.0,63.0,0.0,0.0,1.75,29.01,29.66,7.2,32.0,9.9,37,90.0080801386818,14.0
1,2008-09-15,63.0,53.0,58.0,51.0,55.0,7.0,0.0,0.14724466463414634,29.41,30.1,5.7,34.0,6.1,38,77.46588457018464,10.0
2,2008-09-15,65.0,55.0,60.0,53.0,56.0,5.0,0.0,0.01,29.47,30.09,5.9,33.0,6.3,38,77.63666850272651,10.0
1,2008-09-16,71.0,49.0,60.0,50.0,55.0,5.0,0.0,0.0,29.47,30.19,5.3,23.0,5.8,38,69.489658073114,22.0
2,2008-09-16,71.0,50.0,60.5,50.0,55.0,4.0,0.0,0.0,29.52,30.18,5.3,24.0,6.2,38,68.26435206683138,21.0
1,2008-09-17,82.0,57.0,69.5,56.0,60.0,0.0,5.0,0.0,29.46,30.18,2.1,29.0,7.0,38,62.16810710507693,25.0
2,2008-09-17,83.0,58.0,70.5,56.0,61.0,0.0,6.0,0.0,29.52,30.17,2.2,28.0,8.1,38,60.08158524705676,25.0
1,2008-09-18,74.0,56.0,65.0,55.0,60.0,0.0,0.0,0.0,29.56,30.28,6.1,9.0,7.2,38,70.0313463066751,18.0
2,2008-09-18,74.0,62.0,68.0,56.0,60.0,0.0,3.0,0.0,29.62,30.27,7.2,9.0,7.9,38,65.4522014127624,12.0
1,2008-09-19,77.0,54.0,65.5,54.0,59.0,0.0,1.0,0.0,29.47,30.2,5.8,19.0,6.0,38,66.35731231814363,23.0
2,2008-09-19,79.0,58.0,68.5,53.0,60.0,0.0,4.0,0.0,29.52,30.19,6.1,18.0,6.8,38,57.66795064267078,21.0
1,2008-09-20,82.0,56.0,69.0,57.0,61.0,0.0,4.0,0.0,29.46,30.17,1.7,16.0,2.9,38,65.5704282115032,26.0
2,2008-09-20,82.0,59.0,70.5,56.0,62.0,0.0,6.0,0.0,29.51,30.16,2.3,12.0,3.1,38,60.08158524705676,23.0
1,2008-09-21,80.0,58.0,69.0,61.0,64.0,0.0,4.0,0.0,29.55,30.26,3.8,5.0,4.2,38,75.65738210974907,22.0
2,2008-09-21,80.0,60.0,70.0,61.0,65.0,0.0,5.0,0.0,29.6,30.24,3.0,9.0,3.6,38,73.11287661442077,20.0
1,2008-09-22,81.0,61.0,71.0,59.0,64.0,0.0,6.0,0.0,29.59,30.31,6.9,11.0,8.0,39,65.80525853476206,20.0
2,2008-09-22,82.0,63.0,72.5,59.0,64.0,0.0,8.0,0.0,29.65,30.3,6.7,12.0,7.3,39,62.54371924627896,19.0
1,2008-09-23,82.0,59.0,70.5,57.0,62.0,0.0,6.0,0.0,29.56,30.29,7.0,15.0,7.7,39,62.29385863097134,23.0
2,2008-09-23,83.0,63.0,73.0,56.0,63.0,0.0,8.0,0.0,29.62,30.28,6.6,15.0,7.6,39,55.200930061577466,20.0
1,2008-09-24,82.0,57.0,69.5,59.0,63.0,0.0,5.0,0.2,29.54,30.27,2.6,23.0,4.6,39,69.25907619127013,25.0
2,2008-09-24,82.0,62.0,72.0,57.0,63.0,0.0,7.0,0.0,29.6,30.25,2.7,21.0,4.9,39,59.200051291818134,20.0
1,2008-09-25,77.0,63.0,70.0,61.0,64.0,0.0,5.0,0.0,29.54,30.27,6.9,4.0,7.5,39,73.11287661442077,14.0
2,2008-09-25,78.0,66.0,72.0,61.0,65.0,0.0,7.0,0.0,29.59,30.25,5.4,4.0,6.0,39,68.30702534158651,12.0
1,2008-09-26,79.0,59.0,69.0,55.0,60.0,0.0,4.0,0.0,29.42,30.16,3.0,6.0,4.3,39,60.98629282649291,20.0
2,2008-09-26,78.0,60.0,69.0,54.0,61.0,0.0,4.0,0.0,29.47,30.14,3.5,6.0,4.6,39,58.80195570405912,18.0
1,2008-09-27,81.0,53.0,67.0,54.0,60.0,0.0,2.0,0.0,29.33,30.06,1.0,3.0,2.7,39,62.99339197054547,28.0
2,2008-09-27,80.0,55.0,67.5,54.0,60.0,0.0,3.0,0.0,29.39,30.04,1.6,7.0,3.1,39,61.91494916636016,25.0
1,2008-09-28,68.0,57.0,62.5,57.0,60.0,2.0,0.0,0.0,29.41,30.13,7.2,4.0,7.8,39,82.19139992898562,11.0
2,2008-09-28,69.0,60.0,64.5,57.0,60.0,0.0,0.0,0.0,29.46,30.11,7.3,4.0,7.4,39,76.62095296488005,9.0
1,2008-09-29,64.0,54.0,59.0,55.0,57.0,6.0,0.0,0.82,29.26,30.0,3.5,33.0,4.8,40,86.56035214336595,10.0
2,2008-09-29,65.0,56.0,60.5,57.0,59.0,4.0,0.0,0.11,29.31,29.99,1.6,33.0,4.4,40,88.21986291933034,9.0
1,2008-09-30,59.0,48.0,53.5,44.0,49.0,11.0,0.0,0.0,29.21,29.95,11.4,31.0,11.5,40,70.09255566843407,11.0
2,2008-09-30,61.0,48.0,54.5,45.0,50.0,10.0,0.0,0.01,29.27,29.94,9.3,31.0,9.5,40,70.20176480179336,13.0
1,2008-10-01,61.0,46.0,53.5,40.0,47.0,11.0,0.0,0.0,29.24,29.97,11.2,33.0,11.1,40,60.079467065451894,15.0
2,2008-10-01,62.0,46.0,54.0,41.0,47.0,3.40709171496761,5.647118990794408,0.0,29.3,29.96,10.9,33.0,11.0,40,61.32375039179685,16.0
1,2008-10-02,61.0,42.0,51.5,40.0,47.0,13.0,0.0,0.0,29.18,29.91,8.7,28.0,9.2,40,64.66718003465948,19.0
2,2008-10-02,62.0,43.0,52.5,40.0,47.0,12.0,0.0,0.0,29.24,29.92,9.5,28.0,10.1,40,62.32613120815109,19.0
1,2008-10-03,60.0,44.0,52.0,42.0,47.0,13.0,0.0,0.01,29.34,30.05,6.5,3.0,7.7,40,68.594699094363,16.0
2,2008-10-03,59.0,49.0,54.0,43.0,49.0,11.0,0.0,0.01,29.4,30.04,6.0,6.0,8.3,40,66.23707095046817,10.0
1,2008-10-04,61.0,38.0,49.5,38.0,45.0,15.0,0.0,0.0,29.51,30.23,3.2,11.0,4.4,40,64.4165240332853,23.0
2,2008-10-04,60.0,42.0,51.0,39.0,46.0,14.0,0.0,0.0,29.57,30.23,3.1,11.0,4.3,40,63.356719744112056,18.0
1,2008-10-05,61.0,41.0,51.0,43.0,48.0,14.0,0.0,0.06,29.51,30.25,5.6,11.0,6.6,40,73.96703003763615,20.0
2,2008-10-05,61.0,46.0,53.5,41.0,49.0,11.0,0.0,0.03,29.57,30.24,6.5,11.0,7.2,40,62.45608787214285,15.0
1,2008-10-06,69.0,54.0,61.5,47.0,54.0,3.0,0.0,0.0,29.49,30.23,10.5,11.0,10.7,41,58.88533051544664,15.0
2,2008-10-06,70.0,56.0,63.0,46.0,54.0,2.0,0.0,0.0,29.55,30.23,8.9,12.0,9.1,41,53.77999626270204,14.0
1,2008-10-07,63.0,56.0,59.5,52.0,56.0,5.0,0.0,0.8,29.24,30.01,10.3,13.0,11.3,41,76.17821838891169,7.0
2,2008-10-07,65.0,56.0,60.5,52.0,56.0,4.0,0.0,0.86,29.31,30.01,9.5,14.0,10.9,41,73.51260622375482,9.0
1,2008-10-08,64.0,50.0,57.0,51.0,54.0,8.0,0.0,0.19,29.13,29.85,7.5,26.0,8.1,41,80.3057586215734,14.0
2,2008-10-08,63.0,52.0,57.5,52.0,55.0,7.0,0.0,0.29,29.2,29.86,7.4,26.0,8.3,41,81.8406199760508,11.0
1,2008-10-09,69.0,47.0,58.0,38.0,49.0,7.0,0.0,0.0,29.36,30.05,5.5,29.0,5.8,41,47.19571875573779,22.0
2,2008-10-09,69.0,48.0,58.5,39.0,49.0,6.0,0.0,0.0,29.41,30.05,3.9,29.0,4.8,41,48.2070211919946,21.0
1,2008-10-10,72.0,42.0,57.0,42.0,50.0,8.0,0.0,0.0,29.47,30.18,4.8,11.0,6.7,41,57.15918089979204,30.0
2,2008-10-10,73.0,46.0,59.5,41.0,51.0,5.0,0.0,0.0,29.52,30.17,5.3,11.0,6.1,41,50.27450787173785,27.0
1,2008-10-11,79.0,51.0,65.0,50.0,57.0,0.0,0.0,0.0,29.52,30.24,4.2,14.0,5.0,41,58.263404009012845,28.0
2,2008-10-11,80.0,55.0,67.5,50.0,57.0,0.0,3.0,0.0,29.58,30.24,3.9,14.0,5.0,41,53.42436437958427,25.0
1,2008-10-12,84.0,57.0,70.5,56.0,61.0,0.0,6.0,0.0,29.55,30.27,4.3,15.0,5.1,41,60.08158524705676,27.0
2,2008-10-12,86.0,62.0,74.0,54.0,62.0,0.0,9.0,0.0,29.61,30.26,5.8,16.0,6.3,41,49.62759761861734,24.0
1,2008-10-13,77.0,61.0,69.0,58.0,63.0,0.0,4.0,0.0,29.47,30.21,7.7,20.0,8.1,42,67.97421871424493,16.0
2,2008-10-13,79.0,64.0,71.5,57.0,63.0,0.0,7.0,0.0,29.54,30.2,8.3,20.0,8.7,42,60.21171984709242,15.0
1,2008-10-14,69.0,53.0,61.0,43.0,51.0,4.0,0.0,0.14724466463414634,29.49,30.22,2.0,30.0,6.8,42,51.480360585912535,16.0
2,2008-10-14,70.0,55.0,62.5,43.0,52.0,2.0,0.0,0.14724466463414634,29.54,30.21,1.5,34.0,7.2,42,48.82151451883306,15.0
1,2008-10-15,63.0,47.0,55.0,50.0,53.0,10.0,0.0,0.3,29.34,30.06,4.2,32.0,6.3,42,83.19617868528599,16.0
2,2008-10-15,64.0,50.0,57.0,51.0,54.0,8.0,0.0,0.24,29.39,30.05,3.6,32.0,6.8,42,80.3057586215734,14.0
1,2008-10-16,59.0,43.0,51.0,38.0,44.0,14.0,0.0,0.0,29.52,30.25,6.1,35.0,7.5,42,60.92452053907438,16.0
2,2008-10-16,59.0,44.0,51.5,39.0,45.0,13.0,0.0,0.0,29.57,30.24,6.7,35.0,8.0,42,62.19558307701376,15.0
1,2008-10-17,57.0,43.0,50.0,39.0,44.0,15.0,0.0,0.0,29.53,30.26,6.2,36.0,7.2,42,65.75242568076895,14.0
2,2008-10-17,56.0,44.0,50.0,40.0,46.0,15.0,0.0,0.14724466463414634,29.59,30.25,5.8,36.0,7.2,42,68.36536838876128,12.0
1,2008-10-18,60.0,43.0,51.5,40.0,45.0,13.0,0.0,0.05,29.58,30.32,2.1,7.0,6.1,42,64.66718003465948,17.0
2,2008-10-18,60.0,46.0,53.0,41.0,47.0,12.0,0.0,0.14,29.65,30.32,2.4,7.0,5.3,42,63.61186782925381,14.0
1,2008-10-19,62.0,40.0,51.0,37.0,45.0,14.0,0.0,0.0,29.49,30.24,12.0,19.0,12.4,42,58.575345146391214,22.0
2,2008-10-19,62.0,44.0,53.0,37.0,46.0,12.0,0.0,0.0,29.57,30.25,10.6,19.0,10.9,42,54.411066100116514,18.0
1,2008-10-20,55.0,43.0,49.0,42.0,46.0,16.0,0.0,0.18,29.48,30.21,4.0,31.0,7.6,43,76.67403248521762,12.0
2,2008-10-20,56.0,44.0,50.0,43.0,47.0,15.0,0.0,0.31,29.54,30.21,3.2,31.0,7.4,43,76.76394335154728,12.0
1,2008-10-21,55.0,38.0,46.5,35.0,42.0,18.0,0.0,0.0,29.64,30.37,7.1,2.0,8.7,43,64.03608186708783,17.0
2,2008-10-21,55.0,39.0,47.0,37.0,43.0,18.0,0.0,0.0,29.7,30.37,6.7,3.0,9.2,43,68.01707483049658,16.0
1,2008-10-22,52.0,35.0,43.5,30.0,40.0,21.0,0.0,0.0,29.65,30.39,12.1,12.0,13.1,43,58.69786890896624,17.0
2,2008-10-22,54.0,40.0,47.0,29.0,40.0,18.0,0.0,0.0,29.71,30.4,12.0,12.0,12.6,43,49.337280435516185,14.0
1,2008-10-23,58.0,41.0,49.5,36.0,44.0,15.0,0.0,0.16,29.5,30.27,11.5,12.0,11.8,43,59.534065150155115,17.0
